,InsiderID,NodeCount,EdgeCount,outlierscore,LOFScore
2172,70530,6,15,0.587896186,-1
2173,103302,2,1,0.013247896,-1
2174,86925,2,1,0.013247896,-1
2175,70549,4,6,0.342847337,-1
2176,103317,2,1,0.013247896,-1
2177,70551,7,21,0.658629463,-1
2178,103318,4,4,0.39540302,-1
2179,95131,2,1,0.013247896,-1
2180,86938,3,3,0.163469871,-1
2181,78748,6,15,0.587896186,-1
2182,78751,4,6,0.342847337,-1
2183,70558,5,9,0.207095434,-1
2184,78753,4,6,0.342847337,-1
2185,103329,2,1,0.013247896,-1
2186,78752,4,6,0.342847337,-1
2187,78754,4,6,0.342847337,-1
2188,70568,3,2,0.270895239,-1
2189,103339,2,1,0.013247896,-1
2190,103340,5,8,0.165853649,-1
2191,111534,2,1,0.013247896,-1
2192,103342,5,8,0.165853649,-1
2193,86960,4,5,0.023614358,-1
2194,103347,2,1,0.013247896,-1
2195,78774,6,15,0.587896186,-1
2196,103355,2,1,0.013247896,-1
2197,103357,2,1,0.013247896,-1
2198,70589,7,21,0.658629463,-1
2199,70591,7,21,0.658629463,-1
2200,70590,2,1,0.013247896,-1
2201,70592,2,1,0.013247896,-1
2202,70595,6,15,0.587896186,-1
2203,70599,3,3,0.163469871,-1
2204,70598,6,11,0.524709562,-1
2205,70600,5,10,0.484627311,-1
2206,70602,3,2,0.270895239,-1
2207,70605,2,1,0.013247896,-1
2208,86991,2,1,0.013247896,-1
2209,70611,9,32,0.181949799,-1
2210,111570,2,1,0.013247896,-1
2211,70615,2,1,0.013247896,-1
2212,78807,4,4,0.39540302,-1
2213,86998,2,1,0.013247896,-1
2214,95194,2,1,0.013247896,-1
2215,70620,2,1,0.013247896,-1
2216,70624,2,1,0.013247896,-1
2217,95203,2,1,0.013247896,-1
2218,70627,11,47,0.814033009,-1
2219,103397,3,3,0.163469871,-1
2220,78821,5,9,0.207095434,-1
2221,70629,11,47,0.814033009,-1
2222,70628,7,21,0.658629463,-1
2223,70631,11,47,0.814033009,-1
2224,70633,2,1,0.013247896,-1
2225,78825,2,1,0.013247896,-1
2226,95212,2,1,0.013247896,-1
2227,70640,6,15,0.587896186,-1
2228,87026,2,1,0.013247896,-1
2229,78840,2,1,0.013247896,-1
2230,87032,3,3,0.163469871,-1
2231,103419,2,1,0.013247896,-1
2232,95231,3,3,0.163469871,-1
2233,70654,2,1,0.013247896,-1
2234,78846,2,1,0.013247896,-1
2235,87040,3,3,0.163469871,-1
2236,70656,2,1,0.013247896,-1
2237,70658,2,1,0.013247896,-1
2238,78853,3,3,0.163469871,-1
2239,78852,3,3,0.163469871,-1
2240,78854,3,3,0.163469871,-1
2241,70667,5,10,0.484627311,-1
2242,95242,2,1,0.013247896,-1
2243,70666,4,6,0.342847337,-1
2244,70670,2,1,0.013247896,-1
2245,78864,2,1,0.013247896,-1
2246,70672,2,1,0.013247896,-1
2247,95251,13,60,1.537553129,-1
2248,70674,3,2,0.270895239,-1
2249,70677,7,21,0.658629463,-1
2250,70676,11,47,0.814033009,-1
2251,70679,11,47,0.814033009,-1
2252,70678,3,3,0.163469871,-1
2253,70681,2,1,0.013247896,-1
2254,70680,9,9,5.018705091,-1.605439513
2255,87067,2,1,0.013247896,-1
2256,78875,2,1,0.013247896,-1
2257,70687,2,1,0.013247896,-1
2258,70689,2,1,0.013247896,-1
2259,111648,2,1,0.013247896,-1
2260,95266,2,1,0.013247896,-1
2261,95271,2,1,0.013247896,-1
2262,70694,3,3,0.163469871,-1
2263,95272,2,1,0.013247896,-1
2264,70696,2,1,0.013247896,-1
2265,70699,4,6,0.342847337,-1
2266,70701,3,3,0.163469871,-1
2267,70700,2,1,0.013247896,-1
2268,78895,5,5,1.091720978,-1
2269,111663,3,2,0.270895239,-1
2270,70703,2,1,0.013247896,-1
2271,70705,3,3,0.163469871,-1
2272,70706,2,1,0.013247896,-1
2273,70711,5,10,0.484627311,-1
2274,70712,5,10,0.484627311,-1
2275,78904,3,3,0.163469871,-1
2276,95291,3,3,0.163469871,-1
2277,95290,9,19,1.987719517,-1.777759453
2278,78906,5,7,0.466108507,-1
2279,111681,4,6,0.342847337,-1
2280,70728,4,6,0.342847337,-1
2281,78920,2,1,0.013247896,-1
2282,70737,3,2,0.270895239,-1
2283,87120,2,1,0.013247896,-1
2284,70739,2,1,0.013247896,-1
2285,78930,3,3,0.163469871,-1
2286,70738,2,1,0.013247896,-1
2287,78942,7,8,2.400400641,-285087054
2288,95328,6,15,0.587896186,-1
2289,70755,4,4,0.39540302,-1
2290,70762,2,1,0.013247896,-1
2291,87151,2,1,0.013247896,-1
2292,103535,2,1,0.013247896,-1
2293,78958,2,1,0.013247896,-1
2294,78961,2,1,0.013247896,-1
2295,95344,3,2,0.270895239,-1
2296,78963,3,3,0.163469871,-1
2297,87154,3,3,0.163469871,-1
2298,78965,2,1,0.013247896,-1
2299,70772,4,5,0.023614358,-1
2300,70777,2,1,0.013247896,-1
2301,87161,5,10,0.484627311,-1
2302,70776,6,14,0.369648741,-1
2303,70779,3,2,0.270895239,-1
2304,70778,4,6,0.342847337,-1
2305,87164,2,1,0.013247896,-1
2306,103548,2,1,0.013247896,-1
2307,87169,4,6,0.342847337,-1
2308,70784,9,23,1.444054811,-1.005576868
2309,87173,4,4,0.39540302,-1
2310,70789,4,5,0.023614358,-1
2311,87175,2,1,0.013247896,-1
2312,87179,2,1,0.013247896,-1
2313,95372,2,1,0.013247896,-1
2314,111759,7,21,0.658629463,-1
2315,111758,7,21,0.658629463,-1
2316,111761,7,21,0.658629463,-1
2317,95377,4,6,0.342847337,-1
2318,103569,2,1,0.013247896,-1
2319,111760,7,21,0.658629463,-1
2320,111763,7,21,0.658629463,-1
2321,95379,4,6,0.342847337,-1
2322,70803,3,3,0.163469871,-1
2323,111762,7,21,0.658629463,-1
2324,70802,5,9,0.207095434,-1
2325,95378,4,6,0.342847337,-1
2326,103570,2,1,0.013247896,-1
2327,87188,3,3,0.163469871,-1
2328,111764,7,21,0.658629463,-1
2329,79001,2,1,0.013247896,-1
2330,79002,3,3,0.163469871,-1
2331,70813,3,3,0.163469871,-1
2332,79015,3,2,0.270895239,-1
2333,95400,2,1,0.013247896,-1
2334,95409,2,1,0.013247896,-1
2335,79027,9,30,0.590992714,-1
2336,103602,3,3,0.163469871,-1
2337,79029,9,30,0.590992714,-1
2338,79028,7,21,0.658629463,-1
2339,70839,5,10,0.484627311,-1
2340,95416,4,6,0.342847337,-1
2341,103613,2,1,0.013247896,-1
2342,87229,2,1,0.013247896,-1
2343,87231,10,39,0.564727885,-1.093503747
2344,87233,3,3,0.163469871,-1
2345,70848,2,1,0.013247896,-1
2346,79043,7,21,0.658629463,-1
2347,95427,2,1,0.013247896,-1
2348,79042,9,30,0.590992714,-1
2349,95426,2,1,0.013247896,-1
2350,79044,3,2,0.270895239,-1
