InsiderID,NodeCount,EdgeCount,outlierscore,LOFScore,TotalOutlierScore
121165,2,1,0.054004865,-1.0,1.054004865
139598,2,1,0.054004865,-1.0,1.054004865
121164,2,1,0.054004865,-1.0,1.054004865
112975,55,1430,3.236464764,-1.0,4.236464764
82255,2,1,0.054004865,-1.0,1.054004865
112974,55,1430,3.236464764,-1.0,4.236464764
78161,2,1,0.054004865,-1.0,1.054004865
110928,2,1,0.054004865,-1.0,1.054004865
117072,16,115,0.012820697,-1.0,1.012820697
112979,2,1,0.054004865,-1.0,1.054004865
112981,55,1430,3.236464764,-1.0,4.236464764
112980,55,1430,3.236464764,-1.0,4.236464764
112983,55,1430,3.236464764,-1.0,4.236464764
82263,3,3,0.102138795,-1.0,1.1021387950000001
139605,2,1,0.054004865,-1.0,1.054004865
104793,9,36,0.798362646,-1.0,1.798362646
112985,55,1430,3.236464764,-1.0,4.236464764
117081,8,28,0.741248349,-1.0,1.7412483490000001
112984,53,1347,3.070178413,-1.0,4.070178413
82264,3,3,0.102138795,-1.0,1.1021387950000001
129371,2,1,0.054004865,-1.0,1.054004865
117083,9,33,0.333053964,-1.217739922,1.5507938860000001
112986,55,1430,3.236464764,-1.0,4.236464764
117082,9,33,0.333053964,-1.217739922,1.5507938860000001
112989,55,1430,3.236464764,-1.0,4.236464764
117085,14,88,0.575575383,-1.0,1.5755753829999999
112988,55,1430,3.236464764,-1.0,4.236464764
117084,16,97,1.514841085,-1.754578985E8,1.7545790001484108E8
112991,55,1430,3.236464764,-1.0,4.236464764
117087,14,88,0.575575383,-1.0,1.5755753829999999
112990,55,1430,3.236464764,-1.0,4.236464764
117086,14,88,0.575575383,-1.0,1.5755753829999999
112993,46,1033,2.632323021,-1.413759718,4.046082739
117089,14,88,0.575575383,-1.0,1.5755753829999999
129376,2,1,0.054004865,-1.0,1.054004865
112992,55,1430,3.236464764,-1.0,4.236464764
112995,55,1430,3.236464764,-1.0,4.236464764
112994,53,1347,3.070178413,-1.0,4.070178413
117090,14,88,0.575575383,-1.0,1.5755753829999999
112997,55,1430,3.236464764,-1.0,4.236464764
112996,55,1430,3.236464764,-1.0,4.236464764
117095,5,10,0.439456321,-1.0,1.439456321
100710,3,3,0.102138795,-1.0,1.1021387950000001
112998,55,1430,3.236464764,-1.0,4.236464764
113001,55,1430,3.236464764,-1.0,4.236464764
117096,5,10,0.439456321,-1.0,1.439456321
113003,55,1430,3.236464764,-1.0,4.236464764
113002,55,1430,3.236464764,-1.0,4.236464764
117101,4,6,0.282164708,-1.0,1.282164708
113005,55,1430,3.236464764,-1.0,4.236464764
113004,55,1430,3.236464764,-1.0,4.236464764
110956,5,10,0.439456321,-1.0,1.439456321
117103,8,28,0.741248349,-1.0,1.7412483490000001
96625,4,6,0.282164708,-1.0,1.282164708
125297,2,1,0.054004865,-1.0,1.054004865
104822,3,3,0.102138795,-1.0,1.1021387950000001
127354,14,85,0.141180981,-1.506374654E8,1.50637465541181E8
117117,3,3,0.102138795,-1.0,1.1021387950000001
117119,4,4,0.457764732,-1.0,1.457764732
117118,4,6,0.282164708,-1.0,1.282164708
117121,4,6,0.282164708,-1.0,1.282164708
117120,4,6,0.282164708,-1.0,1.282164708
117123,2,1,0.054004865,-1.0,1.054004865
98691,7,18,0.0883833,-9.39243844E7,9.392438448838331E7
117122,4,6,0.282164708,-1.0,1.282164708
135553,2,1,0.054004865,-1.0,1.054004865
131463,2,1,0.054004865,-1.0,1.054004865
104841,14,75,1.202434918,-1.002455559,2.204890477
117129,2,1,0.054004865,-1.0,1.054004865
117128,5,7,0.512498272,-1.144122571,1.656620843
127381,2,1,0.054004865,-1.0,1.054004865
94613,2,1,0.054004865,-1.0,1.054004865
127380,2,1,0.054004865,-1.0,1.054004865
127384,2,1,0.054004865,-1.0,1.054004865
117147,2,1,0.054004865,-1.0,1.054004865
113050,3,2,0.33814894,-3.521825191E8,3.52182519438149E8
94618,2,1,0.054004865,-1.0,1.054004865
135580,2,1,0.054004865,-1.0,1.054004865
117151,2,1,0.054004865,-1.0,1.054004865
129441,9,36,0.798362646,-1.0,1.798362646
129444,9,36,0.798362646,-1.0,1.798362646
133540,4,6,0.282164708,-1.0,1.282164708
133541,4,6,0.282164708,-1.0,1.282164708
117163,12,54,0.985360814,-1.101249007,2.086609821
117162,10,41,0.222991574,-0.947640823,1.1706323969999999
117165,12,54,0.985360814,-1.101249007,2.086609821
117164,10,41,0.222991574,-0.947640823,1.1706323969999999
117167,7,21,0.665156882,-1.0,1.665156882
88494,6,15,0.56610178,-1.0,1.5661017799999999
113073,2,1,0.054004865,-1.0,1.054004865
117171,14,88,0.575575383,-1.0,1.5755753829999999
117170,11,55,0.866749009,-1.018224383,1.884973392
117173,14,88,0.575575383,-1.0,1.5755753829999999
121271,7,21,0.665156882,-1.0,1.665156882
117174,15,95,0.781787512,-1.0,1.781787512
121270,7,21,0.665156882,-1.0,1.665156882
121273,7,21,0.665156882,-1.0,1.665156882
139705,2,1,0.054004865,-1.0,1.054004865
121274,7,21,0.665156882,-1.0,1.665156882
117182,7,19,0.260426949,-1.0,1.260426949
92609,3,3,0.102138795,-1.0,1.1021387950000001
92608,3,3,0.102138795,-1.0,1.1021387950000001
92610,4,6,0.282164708,-1.0,1.282164708
76228,2,1,0.054004865,-1.0,1.054004865
102855,13,62,1.233314614,-2.564165592E8,2.564165604333146E8
123334,8,28,0.741248349,-1.0,1.7412483490000001
117194,3,3,0.102138795,-1.0,1.1021387950000001
137678,2,1,0.054004865,-1.0,1.054004865
117196,7,19,0.260426949,-1.0,1.260426949
137677,2,1,0.054004865,-1.0,1.054004865
117203,10,45,0.839499175,-1.0,1.839499175
117202,7,19,0.260426949,-1.0,1.260426949
117205,10,45,0.839499175,-1.0,1.839499175
113111,2,1,0.054004865,-1.0,1.054004865
117206,10,45,0.839499175,-1.0,1.839499175
115161,3,3,0.102138795,-1.0,1.1021387950000001
94685,16,115,0.012820697,-1.0,1.012820697
115164,3,3,0.102138795,-1.0,1.1021387950000001
139741,2,1,0.054004865,-1.0,1.054004865
117218,10,45,0.839499175,-1.0,1.839499175
137703,2,1,0.054004865,-1.0,1.054004865
100839,9,36,0.798362646,-1.0,1.798362646
117223,10,45,0.839499175,-1.0,1.839499175
82406,7,19,0.260426949,-1.0,1.260426949
117225,10,45,0.839499175,-1.0,1.839499175
90600,3,3,0.102138795,-1.0,1.1021387950000001
115179,4,6,0.282164708,-1.0,1.282164708
86506,2,1,0.054004865,-1.0,1.054004865
117226,10,45,0.839499175,-1.0,1.839499175
129519,8,25,0.168224761,-1.0,1.168224761
86512,2,1,0.054004865,-1.0,1.054004865
111090,13,77,0.797056143,-1.0,1.797056143
86514,2,1,0.054004865,-1.0,1.054004865
94717,11,49,0.280989227,-1.030507911,1.311497138
117253,4,6,0.282164708,-1.0,1.282164708
117254,4,6,0.282164708,-1.0,1.282164708
125455,2,1,0.054004865,-1.0,1.054004865
117263,2,1,0.054004865,-1.0,1.054004865
117262,2,1,0.054004865,-1.0,1.054004865
100883,16,115,0.012820697,-1.0,1.012820697
117269,15,95,0.781787512,-1.0,1.781787512
117271,15,95,0.781787512,-1.0,1.781787512
117273,14,88,0.575575383,-1.0,1.5755753829999999
117272,7,21,0.665156882,-1.0,1.665156882
119322,4,6,0.282164708,-1.0,1.282164708
117274,15,95,0.781787512,-1.0,1.781787512
70175,3,3,0.102138795,-1.0,1.1021387950000001
117279,7,21,0.665156882,-1.0,1.665156882
117278,7,21,0.665156882,-1.0,1.665156882
72225,3,3,0.102138795,-1.0,1.1021387950000001
70176,3,3,0.102138795,-1.0,1.1021387950000001
135719,3,3,0.102138795,-1.0,1.1021387950000001
80423,2,1,0.054004865,-1.0,1.054004865
117287,20,190,0.297046928,-1.0,1.2970469279999999
117288,20,190,0.297046928,-1.0,1.2970469279999999
117291,20,190,0.297046928,-1.0,1.2970469279999999
96811,7,18,0.0883833,-9.39243844E7,9.392438448838331E7
125482,2,1,0.054004865,-1.0,1.054004865
117290,20,190,0.297046928,-1.0,1.2970469279999999
119341,5,10,0.439456321,-1.0,1.439456321
86573,6,15,0.56610178,-1.0,1.5661017799999999
117293,20,190,0.297046928,-1.0,1.2970469279999999
119340,4,6,0.282164708,-1.0,1.282164708
125484,2,1,0.054004865,-1.0,1.054004865
117295,20,190,0.297046928,-1.0,1.2970469279999999
119342,5,10,0.439456321,-1.0,1.439456321
117294,20,190,0.297046928,-1.0,1.2970469279999999
117297,20,190,0.297046928,-1.0,1.2970469279999999
129585,4,6,0.282164708,-1.0,1.282164708
129584,4,6,0.282164708,-1.0,1.282164708
117296,20,190,0.297046928,-1.0,1.2970469279999999
117299,3,3,0.102138795,-1.0,1.1021387950000001
135728,3,3,0.102138795,-1.0,1.1021387950000001
129586,4,6,0.282164708,-1.0,1.282164708
117300,3,3,0.102138795,-1.0,1.1021387950000001
129588,4,6,0.282164708,-1.0,1.282164708
123448,2,1,0.054004865,-1.0,1.054004865
131645,2,1,0.054004865,-1.0,1.054004865
117313,2,1,0.054004865,-1.0,1.054004865
70208,2,1,0.054004865,-1.0,1.054004865
125507,8,28,0.741248349,-1.0,1.7412483490000001
125508,8,28,0.741248349,-1.0,1.7412483490000001
117319,20,190,0.297046928,-1.0,1.2970469279999999
117318,13,75,0.578172141,-2.285892456E7,2.285892513817214E7
117320,9,36,0.798362646,-1.0,1.798362646
117323,10,43,0.600263146,-1.073300008E8,1.0733000140026315E8
117324,16,84,2.059528635,-2.240841187E8,2.2408412075952864E8
107091,7,21,0.665156882,-1.0,1.665156882
117333,14,80,0.859121078,-1.165195475,2.0243165530000002
117332,13,75,0.578172141,-2.285892456E7,2.285892513817214E7
117335,13,75,0.578172141,-2.285892456E7,2.285892513817214E7
117334,14,80,0.859121078,-1.165195475,2.0243165530000002
113241,6,15,0.56610178,-1.0,1.5661017799999999
117337,12,66,0.881421305,-1.0,1.881421305
117336,12,66,0.881421305,-1.0,1.881421305
117339,13,75,0.578172141,-2.285892456E7,2.285892513817214E7
117338,13,75,0.578172141,-2.285892456E7,2.285892513817214E7
70237,2,1,0.054004865,-1.0,1.054004865
117340,12,66,0.881421305,-1.0,1.881421305
107103,6,15,0.56610178,-1.0,1.5661017799999999
117342,14,80,0.859121078,-1.165195475,2.0243165530000002
119390,4,6,0.282164708,-1.0,1.282164708
117347,6,14,0.343308637,-1.0,1.343308637
117349,20,190,0.297046928,-1.0,1.2970469279999999
117351,5,10,0.439456321,-1.0,1.439456321
117350,6,14,0.343308637,-1.0,1.343308637
121446,2,1,0.054004865,-1.0,1.054004865
117352,7,15,0.759988451,-1.648119623,2.408108074
121448,2,1,0.054004865,-1.0,1.054004865
117354,2,1,0.054004865,-1.0,1.054004865
94826,3,3,0.102138795,-1.0,1.1021387950000001
117357,6,14,0.343308637,-1.0,1.343308637
117359,20,190,0.297046928,-1.0,1.2970469279999999
117358,20,190,0.297046928,-1.0,1.2970469279999999
100977,2,1,0.054004865,-1.0,1.054004865
117361,20,190,0.297046928,-1.0,1.2970469279999999
117360,20,190,0.297046928,-1.0,1.2970469279999999
117362,20,190,0.297046928,-1.0,1.2970469279999999
117367,20,190,0.297046928,-1.0,1.2970469279999999
135802,2,1,0.054004865,-1.0,1.054004865
135803,2,1,0.054004865,-1.0,1.054004865
98938,9,36,0.798362646,-1.0,1.798362646
96897,6,15,0.56610178,-1.0,1.5661017799999999
127619,3,3,0.102138795,-1.0,1.1021387950000001
86659,7,20,0.486899528,-4.237859914E7,4.2378599626899526E7
90756,2,1,0.054004865,-1.0,1.054004865
84614,2,1,0.054004865,-1.0,1.054004865
117387,2,1,0.054004865,-1.0,1.054004865
129674,5,6,0.800053441,-3.396988957E8,3.396988965000534E8
86669,3,3,0.102138795,-1.0,1.1021387950000001
94861,2,1,0.054004865,-1.0,1.054004865
117388,2,1,0.054004865,-1.0,1.054004865
117391,3,3,0.102138795,-1.0,1.1021387950000001
117390,3,2,0.33814894,-3.521825191E8,3.52182519438149E8
133778,4,6,0.282164708,-1.0,1.282164708
131728,3,3,0.102138795,-1.0,1.1021387950000001
98962,6,15,0.56610178,-1.0,1.5661017799999999
117399,3,3,0.102138795,-1.0,1.1021387950000001
117401,6,15,0.56610178,-1.0,1.5661017799999999
117400,6,15,0.56610178,-1.0,1.5661017799999999
117402,6,15,0.56610178,-1.0,1.5661017799999999
117405,6,15,0.56610178,-1.0,1.5661017799999999
133790,6,15,0.56610178,-1.0,1.5661017799999999
117404,6,15,0.56610178,-1.0,1.5661017799999999
119452,5,8,0.222632788,-4.092201806E8,4.092201808226328E8
117406,3,3,0.102138795,-1.0,1.1021387950000001
117415,3,3,0.102138795,-1.0,1.1021387950000001
119463,2,1,0.054004865,-1.0,1.054004865
117417,7,21,0.665156882,-1.0,1.665156882
103080,14,80,0.859121078,-1.165195475,2.0243165530000002
121516,2,1,0.054004865,-1.0,1.054004865
92844,6,12,0.306436193,-4.554430931E8,4.554430934064362E8
117427,2,1,0.054004865,-1.0,1.054004865
92853,2,1,0.054004865,-1.0,1.054004865
117436,5,10,0.439456321,-1.0,1.439456321
80579,16,114,0.296982369,-1.0,1.296982369
117451,2,1,0.054004865,-1.0,1.054004865
117453,5,10,0.439456321,-1.0,1.439456321
117452,2,1,0.054004865,-1.0,1.054004865
117454,5,10,0.439456321,-1.0,1.439456321
88784,2,1,0.054004865,-1.0,1.054004865
105176,3,3,0.102138795,-1.0,1.1021387950000001
131803,3,3,0.102138795,-1.0,1.1021387950000001
82650,11,49,0.280989227,-1.030507911,1.311497138
99036,4,6,0.282164708,-1.0,1.282164708
72417,3,3,0.102138795,-1.0,1.1021387950000001
137959,2,1,0.054004865,-1.0,1.054004865
117481,12,66,0.881421305,-1.0,1.881421305
133867,2,1,0.054004865,-1.0,1.054004865
135917,4,6,0.282164708,-1.0,1.282164708
80625,11,48,0.478703917,-0.967229769,1.445933686
88816,9,36,0.798362646,-1.0,1.798362646
119536,4,6,0.282164708,-1.0,1.282164708
131834,5,10,0.439456321,-1.0,1.439456321
133887,2,1,0.054004865,-1.0,1.054004865
103167,6,9,0.994433804,-6.575870313E8,6.575870322944337E8
117507,16,115,0.012820697,-1.0,1.012820697
117508,16,115,0.012820697,-1.0,1.012820697
123655,16,114,0.296982369,-1.0,1.296982369
117515,15,105,0.852239357,-0.966261794,1.818501151
109322,14,75,1.202434918,-1.002455559,2.204890477
117514,15,105,0.852239357,-0.966261794,1.818501151
117519,16,115,0.012820697,-1.0,1.012820697
119566,2,1,0.054004865,-1.0,1.054004865
117518,16,115,0.012820697,-1.0,1.012820697
117520,15,105,0.852239357,-0.966261794,1.818501151
119573,2,1,0.054004865,-1.0,1.054004865
94996,3,3,0.102138795,-1.0,1.1021387950000001
119575,2,1,0.054004865,-1.0,1.054004865
117529,13,77,0.797056143,-1.0,1.797056143
117532,13,77,0.797056143,-1.0,1.797056143
109343,13,78,0.884117727,-1.0,1.884117727
92966,10,45,0.839499175,-1.0,1.839499175
92970,4,6,0.282164708,-1.0,1.282164708
123697,16,114,0.296982369,-1.0,1.296982369
127795,3,3,0.102138795,-1.0,1.1021387950000001
138033,2,1,0.054004865,-1.0,1.054004865
125753,2,1,0.054004865,-1.0,1.054004865
135994,2,1,0.054004865,-1.0,1.054004865
138043,2,1,0.054004865,-1.0,1.054004865
131896,3,3,0.102138795,-1.0,1.1021387950000001
138047,2,1,0.054004865,-1.0,1.054004865
129854,2,1,0.054004865,-1.0,1.054004865
84805,2,1,0.054004865,-1.0,1.054004865
119620,2,1,0.054004865,-1.0,1.054004865
117577,5,9,0.149453179,-1.0,1.149453179
117578,5,9,0.149453179,-1.0,1.149453179
84810,2,1,0.054004865,-1.0,1.054004865
119637,8,19,1.053054207,-1.061963298E8,1.0619633085305421E8
72535,3,3,0.102138795,-1.0,1.1021387950000001
105305,6,15,0.56610178,-1.0,1.5661017799999999
117593,13,77,0.797056143,-1.0,1.797056143
119641,4,6,0.282164708,-1.0,1.282164708
99163,2,1,0.054004865,-1.0,1.054004865
119645,2,1,0.054004865,-1.0,1.054004865
117597,13,77,0.797056143,-1.0,1.797056143
115549,2,1,0.054004865,-1.0,1.054004865
117596,13,77,0.797056143,-1.0,1.797056143
115548,2,1,0.054004865,-1.0,1.054004865
133980,7,21,0.665156882,-1.0,1.665156882
117599,13,77,0.797056143,-1.0,1.797056143
117598,13,77,0.797056143,-1.0,1.797056143
117601,13,77,0.797056143,-1.0,1.797056143
105313,4,6,0.282164708,-1.0,1.282164708
117600,13,77,0.797056143,-1.0,1.797056143
107365,7,21,0.665156882,-1.0,1.665156882
117605,13,77,0.797056143,-1.0,1.797056143
105318,8,28,0.741248349,-1.0,1.7412483490000001
121709,2,1,0.054004865,-1.0,1.054004865
95087,2,1,0.054004865,-1.0,1.054004865
136054,5,10,0.439456321,-1.0,1.439456321
127863,2,1,0.054004865,-1.0,1.054004865
127862,2,1,0.054004865,-1.0,1.054004865
127865,4,6,0.282164708,-1.0,1.282164708
74620,10,45,0.839499175,-1.0,1.839499175
127874,2,1,0.054004865,-1.0,1.054004865
72583,3,2,0.33814894,-3.521825191E8,3.52182519438149E8
129929,2,1,0.054004865,-1.0,1.054004865
70538,8,25,0.168224761,-1.0,1.168224761
119694,2,1,0.054004865,-1.0,1.054004865
109454,7,21,0.665156882,-1.0,1.665156882
72592,2,1,0.054004865,-1.0,1.054004865
127899,6,15,0.56610178,-1.0,1.5661017799999999
117659,2,1,0.054004865,-1.0,1.054004865
93082,3,3,0.102138795,-1.0,1.1021387950000001
127898,6,15,0.56610178,-1.0,1.5661017799999999
117661,3,3,0.102138795,-1.0,1.1021387950000001
93085,7,20,0.486899528,-4.237859914E7,4.2378599626899526E7
127901,6,15,0.56610178,-1.0,1.5661017799999999
117660,3,3,0.102138795,-1.0,1.1021387950000001
127900,6,15,0.56610178,-1.0,1.5661017799999999
117663,2,1,0.054004865,-1.0,1.054004865
115614,2,1,0.054004865,-1.0,1.054004865
117665,4,3,0.890497144,-1.249387367E9,1.2493873678904972E9
82849,14,88,0.575575383,-1.0,1.5755753829999999
117664,2,1,0.054004865,-1.0,1.054004865
117668,2,1,0.054004865,-1.0,1.054004865
76711,2,1,0.054004865,-1.0,1.054004865
127915,6,15,0.56610178,-1.0,1.5661017799999999
99243,15,95,0.781787512,-1.0,1.781787512
127917,8,28,0.741248349,-1.0,1.7412483490000001
72621,3,3,0.102138795,-1.0,1.1021387950000001
72627,3,3,0.102138795,-1.0,1.1021387950000001
119730,5,10,0.439456321,-1.0,1.439456321
76726,2,1,0.054004865,-1.0,1.054004865
101306,2,1,0.054004865,-1.0,1.054004865
95165,2,1,0.054004865,-1.0,1.054004865
91076,16,97,1.514841085,-1.754578985E8,1.7545790001484108E8
129991,5,6,0.800053441,-3.396988957E8,3.396988965000534E8
132042,2,1,0.054004865,-1.0,1.054004865
129992,3,3,0.102138795,-1.0,1.1021387950000001
134088,6,15,0.56610178,-1.0,1.5661017799999999
129999,3,3,0.102138795,-1.0,1.1021387950000001
127956,3,3,0.102138795,-1.0,1.1021387950000001
80852,6,14,0.343308637,-1.0,1.343308637
95188,9,36,0.798362646,-1.0,1.798362646
119767,10,45,0.839499175,-1.0,1.839499175
127958,3,3,0.102138795,-1.0,1.1021387950000001
121819,8,28,0.741248349,-1.0,1.7412483490000001
101349,2,1,0.054004865,-1.0,1.054004865
95207,2,1,0.054004865,-1.0,1.054004865
78822,2,1,0.054004865,-1.0,1.054004865
101350,4,6,0.282164708,-1.0,1.282164708
95215,2,1,0.054004865,-1.0,1.054004865
95214,2,1,0.054004865,-1.0,1.054004865
97267,14,75,1.202434918,-1.002455559,2.204890477
119795,7,16,0.578812532,-1.213252246,1.7920647779999999
119794,6,14,0.343308637,-1.0,1.343308637
95225,2,1,0.054004865,-1.0,1.054004865
119803,5,10,0.439456321,-1.0,1.439456321
115708,2,1,0.054004865,-1.0,1.054004865
